bin,n,p_mean,y_freq,ci_lo,ci_hi
0,1096,0.017181569343065695,0.009124087591240875,0.003909687698989455,0.01548957672664152
1,341,0.069633431085044,0.03519061583577713,0.01612644747725393,0.05330231664884243
2,203,0.12356896551724138,0.09359605911330049,0.05582353391322093,0.13227707749766573
3,103,0.17508252427184465,0.1650485436893204,0.09332558139534884,0.23365959417361284
4,81,0.22441358024691357,0.19753086419753085,0.11687770562770562,0.2903319579894974
5,77,0.27285714285714285,0.09090909090909091,0.037962816455696206,0.15853658536585366
6,57,0.3290526315789474,0.24561403508771928,0.1296146953405018,0.3704134366925064
7,43,0.37465116279069766,0.13953488372093023,0.044420289855072466,0.24394522892597342
8,46,0.4213695652173913,0.2826086956521739,0.15380434782608696,0.425
9,52,0.47441346153846153,0.23076923076923078,0.12118181818181818,0.37037037037037035
10,42,0.5122261904761904,0.2857142857142857,0.15380434782608696,0.43245495495495495
11,34,0.5768970588235294,0.35294117647058826,0.1944220430107527,0.5185185185185185
12,24,0.6238750000000001,0.4166666666666667,0.2222222222222222,0.6190476190476191
13,30,0.6788166666666666,0.5,0.32139285714285715,0.7038530465949819
14,25,0.7288800000000001,0.6,0.4166666666666667,0.7619360902255639
15,24,0.7723541666666667,0.5416666666666666,0.3333333333333333,0.75
16,24,0.8184999999999999,0.7916666666666666,0.6111111111111112,0.9524350649350648
17,23,0.8768695652173912,0.9130434782608695,0.7893796992481203,1.0
18,71,0.9312253521126761,0.9014084507042254,0.8242807323452485,0.9629852744310575
19,67,0.9653507462686567,0.9701492537313433,0.9264431518876207,1.0
